id;price;msrp_price;original_price;good_offer;seller_rating;seller_count_rating;car_rate;consumers_review;n_photos;City MPG;Drivetrain;Engine;Exterior Color;Fuel Type;Highway MPG;Interior Color;Mileage;Stock;Transmission;VIN
308-761561263;$73,205;$73,205;;;4.9;1007;4.4;25 reviews;32;20;AWD;Twin Turbo Premium Unleaded V-6 3.0 L/183;Black;Gasoline;28;Saddle Brown/Black;19;KF076734;9-Speed Automatic w/OD;WDD1J6JB2KF076734
300-760519622;$54,905;;;Good Deal;4.7;248;4.9;10 reviews;32;17;AWD;3.0L V6 24V GDI DOHC Twin Turbo;Palladium Silver;Gasoline;23;Black;23,177;703879;9-Speed Automatic;4JGED6EB4GA026088
20-766141607;$45,385;$45,385;;;4.8;785;4.5;2 reviews;4;23;AWD;2.0L I4 16V GDI DOHC Turbo;Glacier White Metallic;Gasoline;34;Nougat Brown / Black;10;A31881;7-Speed Automatic with Auto-Shift;WAUDNAF47KA014779
47-765174219;$34,395;;;;4.7;62;4.7;82 reviews;31;18;AWD;3.5L V6 24V GDI SOHC;Deep Scarlet Pearl;Gasoline;26;Beige;0;KB060137;6-Speed Automatic;5FNYF6H19KB060137
213-747442333;$52,424;$55,535;;;5;23;4.8;15 reviews;4;18;AWD;3.6L V6 24V GDI DOHC;Ebony Twilight Metallic;Gasoline;26;Shale;4;190131;9-Speed Automatic;5GAEVBKW3KJ139333
313-762855306;$23,425;;;Fair Price;4.6;55;4.8;103 reviews;30;16;AWD;3.8L V6 24V GDI DOHC;Empire State Gray;Gasoline;25;Black;47,776;12559A;8-Speed Automatic;KMHGN4JE6FU073582
110-750437665;$24,955;;;;4.8;2683;4.3;32 reviews;24;55;FWD;1.5L I4 16V MPFI DOHC Hybrid;Crystal Black Pearl;Hybrid;49;Mocha;6;20190238;Automatic CVT;19XZE4F52KE010686
92-766006980;$45,465;$45,465;;;4.6;766;4.7;82 reviews;32;19;AWD;3.5L V6 24V GDI SOHC;Crystal Black Pearl;Gasoline;26;Black;10;HN191029;9-Speed Automatic;5FNYF6H97KB066878
112-766236902;$37,506;$39,900;;;4.2;35;5;1 reviews;12;20;FWD;3.5;Gray;Gasoline;30;Charcoal;0;7597;;1N4AA6AV4KC362127
453-765204304;$49,600;$49,600;;;4.4;1887;4.8;181 reviews;5;19;4WD;5.7L V8 16V MPFI OHV;Granite Crystal;Gasoline;24;Black;13;76051;8-Speed Automatic;1C6SRFFT3KN781211
387-758941626;$34,928;$39,224;;;4.8;600;4.7;19 reviews;8;17;AWD;Regular Unleaded V-6 3.6 L/220;Deep Black Pearl;Gasoline;23;Titan Black;0;KC503577;8-Speed Automatic w/OD;1V2LR2CA0KC503577
443-764722331;$52,625;$52,625;;;4.4;1887;4.8;181 reviews;5;19;4WD;5.7L V8 16V MPFI OHV;Diamond Black;Gasoline;24;Black;13;75716;8-Speed Automatic;1C6SRFFT1KN766478
411-762488244;$34,535;$34,535;;;4.9;581;4.6;9 reviews;7;18;FWD;3.6L V6 24V GDI DOHC;Summit White;Gasoline;25;Jet Black;6;19794;9-Speed Automatic;3GNKBCRS8KS568847
455-761798140;$105,685;$105,685;;;-1;-1;;;;16;RWD;5.0L V8 32V PDI DOHC;Caviar;Gasoline;25;Red;12;L190302;10-Speed Automatic;JTHHP5AY1KA006465
86-766328220;$43,260;$43,260;;;4.9;178;4.8;15 reviews;28;;4WD;3.6L V6 24V MPFI DOHC;Ocean Blue Metallic;Gasoline;;Black;2;CH92416;8-Speed Automatic;1C4HJXDG0KW603644
443-762138409;$40,340;$40,340;;;4.4;1887;4;1 reviews;3;;FWD;3.6L V6 24V MPFI DOHC;Bright White;Gasoline;;Black;0;75208;6-Speed Automatic;3C6TRVDG7KE511682
133-755507430;$45,783;$46,835;;;5;131;4.8;22 reviews;13;19;AWD;3.6L V6 24V;Dark Mocha Metallic;Gasoline;26;Sahara Beige;10;19K0611;8-Speed Automatic;1GYKNBRS7KZ172030
32-764212667;$47,990;$47,990;;;4.8;2633;5;2 reviews;32;20;AWD;Intercooled Turbo Premium Unleaded I-4 2.0 L/122;Infinite Black Metallic;Gasoline;31;Ebony;0;618089;6-Speed Automatic w/OD;3LN6L5F93KR618089
286-767168280;$29,317;$29,817;;;4.8;697;4.5;62 reviews;4;26;AWD;2.5L I4 16V PDI DOHC;Ruby Flare Pearl;Gasoline;35;Black;1;T1153;8-Speed Automatic;JTMG1RFV6KD012006
90-763175376;$22,965;;;;4.9;3640;4.5;40 reviews;23;28;AWD;1.8L I4 16V MPFI SOHC;Lunar Silver Metallic;Gasoline;34;Gray;10;PH191881;Automatic CVT;3CZRU6H31KM710029
199-761357822;$26,620;$26,620;;;4.9;883;4.8;55 reviews;8;30;FWD;Regular Unleaded I-4 2.0 L/122;Fire Orange;Gasoline;40;Black;10;K190606;CVT w/OD;3KPF54AD3KE070767
113-762365372;$34,058;$35,215;;;4.9;373;4.9;37 reviews;21;21;4WD;2.0L I4 16V GDI DOHC Turbo Flexible Fuel;Magnetic Metallic;E85 Flex Fuel;27;Charcoal Black;9;F92722;6-Speed Automatic;1FMCU9J95KUA85962
250-766205706;$38,995;;;Fair Price;4.8;1346;4.9;18 reviews;30;20;;;Black Obsidian;Gasoline;27;Graphite;2,508;U5933;Automatic;5N1DL0MM8JC508556
456-767095976;$17,995;;;Good Deal;4.8;697;4.7;75 reviews;16;51;FWD;1.8L I4 16V MPFI DOHC Hybrid;Blue;Hybrid;48;Dark Gray;52,851;U37020;Automatic CVT;JTDKN3DU7F1935415
308-757724497;$39,301;;;Good Deal;4.6;663;4.7;42 reviews;32;22;AWD;Intercooled Turbo Premium Unleaded I-4 2.0 L/122;Fuji White;Gasoline;27;Latte/Tonal Stitch;15,075;4753H;8-Speed Automatic w/OD;SADCJ2GX1JA235242
326-766500720;$82,710;;;;4.4;38;5;1 reviews;10;;4WD;V6;Loire Blue;Gasoline;;Almond/Espresso/Almond/Ivory;10;KA849972;Automatic;SALWR2RV8KA849972
308-747321612;$20,475;$25,825;;;4.9;79;4.9;14 reviews;10;25;FWD;2.4L I4 16V MPFI SOHC;Cosmic Blue Metallic;Gasoline;30;;10;1604;Automatic CVT;JA4AD2A39KJ000132
297-744755857;$66,520;$69,370;;;4.9;2487;1.5;2 reviews;19;20;AWD;Intercooled Turbo Premium Unleaded I-6 3.0 L/183;Mineral Grey Metallic;Gasoline;29;Cognac/Dark Brown;38;WM19037;8-Speed Automatic w/OD;WBA4Z7C56KEF54818
486-758725845;$16,995;;;Fair Price;4.8;75;4;124 reviews;8;20;AWD;3.5L;Mocha Stone;Gasoline;26;Almond;47,779;80547AB;Variable;5N1AR2MM7DC690414
403-762758986;$78,400;$78,400;;;3.7;3;5;3 reviews;31;17;AWD;3.0L V6 24V GDI DOHC Turbo;Dragon Orange Metallic;Gasoline;22;Black;158;A0367S;8-Speed Automatic;WA1BVAF1XKD013117
429-762217021;$31,865;$36,010;;;4;512;4.7;19 reviews;3;17;AWD;3.6L V6 24V GDI DOHC;Deep Black;Gasoline;23;Black;2;V19034;8-Speed Automatic;1V2GR2CA2KC531057
274-766405251;$82,500;$87,500;;;4.9;892;3;1 reviews;4;14;4WD;6.2L V8 16V GDI OHV;Black Raven;Gasoline;21;Jet Black;0;19576;10-Speed Automatic;1GYS4BKJ7KR287974
130-763690407;$45,862;;;;4.5;80;4.5;14 reviews;12;18;AWD;3.5L V6 24V PDI DOHC;Blizzard Pearl;Gasoline;24;Ash;57;KS223009;8-Speed Automatic;5TDDZ3DC6KS223009
78-755363036;$27,300;$31,535;;;4.7;667;4.9;37 reviews;21;23;4WD;1.5L I4 16V GDI DOHC Turbo Flexible Fuel;White Platinum Clearcoat Metallic;E85 Flex Fuel;30;Charcoal Black;6;F26572;6-Speed Automatic;1FMCU9HD2KUA10405
460-753102769;$27,725;$27,725;;;4.7;509;4.8;4 reviews;6;25;FWD;2.0L I4 16V GDI DOHC Turbo;Tourmaline Blue;Gasoline;36;Moonrock Gray;12;18509;6-Speed Automatic;1VWLA7A33KC004697
378-756671304;$60,130;$60,130;;;4.2;23;4.5;23 reviews;;17;4WD;Gas V8 5.3L;Dark Sky Metallic;Gasoline;23;Jet Black;0;96176;8-Speed Automatic;1GTU9DED8KZ159499
165-759081109;$27,790;$27,790;;;4.3;18;4.4;17 reviews;19;26;AWD;1.4L I4 16V MPFI DOHC Turbo;Silver Ice Metallic;Gasoline;31;;0;19153;6-Speed Automatic;3GNCJPSBXKL229459
17-764224131;$34,615;$35,115;;;4.8;766;4.9;37 reviews;4;21;4WD;2.0L I4 16V GDI DOHC Turbo Flexible Fuel;Agate Black Metallic;E85 Flex Fuel;27;Charcoal;6;T9235;6-Speed Automatic;1FMCU9J95KUA86206
307-766304551;$33,410;;;Good Deal;4.7;82;4.9;16 reviews;20;128;FWD;Electric;Gray Metallic;Electric;110;Gray;2,849;U5723;1-Speed Automatic;1G1FZ6S05K4102155
421-753503309;$36,143;$39,744;;;4.2;515;4.9;27 reviews;21;21;AWD;2.0L I4 16V GDI DOHC Turbo;Deep Black Pearl Effect;Gasoline;29;Gray;9;1089N;8-Speed Automatic;3VV4B7AX2KM004679
239-766001684;$40,433;$45,575;;;4.7;27;4.7;34 reviews;12;;AWD;Twin Turbo Premium Unleaded V-6 2.7 L/164;Gray;Gasoline;;;3;19072;8-Speed Automatic w/OD;2FMPK4AP0KBB72988
212-759372486;$28,185;$28,185;;;3.6;33;4.4;33 reviews;3;22;4WD;2.4L I4 16V MPFI SOHC;Diamond Black;Gasoline;31;Black;0;J29828;9-Speed Automatic;3C4NJDBB3KT672925
433-763507384;$20,980;;;Good Deal;4.4;1887;4.8;239 reviews;31;17;4WD;3.6L V6 24V MPFI DOHC Flexible Fuel;Billet Silver Metallic Clearcoat;E85 Flex Fuel;25;Black;44,107;P27850;8-Speed Automatic;1C4RJFAG7FC123952
275-752717314;$36,042;;;;4.8;635;4.4;5 reviews;12;20;4WD;3.5L V6 24V GDI DOHC;Magnetic Black;Gasoline;27;;10;KC584987;Automatic CVT;5N1DR2MM3KC584987
384-767336359;$17,513;;;Good Deal;4.9;2419;4.6;209 reviews;27;23;AWD;2.0L H4 16V GDI DOHC Turbo;Dark Gray Metallic;Gasoline;28;Black;45,317;S7716BT;Automatic CVT;JF2SJGDC6FH428184
466-758872622;$19,247;;$19980;Great Deal;4.6;23;4.6;51 reviews;28;20;RWD;3.0L 6-Cylinder Turbocharged DOHC;Midnight Black;Gasoline;29;Graphite;32,645;P2078;7-Speed Automatic with Manual Shift;JN1EV7AP4HM744445
323-760039714;$87,940;$87,940;;;3.7;3;;;20;18;AWD;2.9L V6 24V GDI DOHC Twin Turbo;Florett Silver Metallic;Gasoline;27;Black / Red;10;A0312;8-Speed Automatic;WUABWCF58KA902097
50-764939740;$22,287;;;;4.5;80;4.8;102 reviews;32;27;FWD;1.8L I4 16V MPFI DOHC;Black Sand Pearl;Gasoline;35;Black;5;KC245646;Automatic CVT;2T1BURHE7KC245646
322-766900424;$29,888;;$30888;Good Deal;4.8;238;4.8;10 reviews;23;20;AWD;2.0L I4 16V GDI DOHC Turbo;Deep Sea Blue Metallic;Gasoline;28;Mocha;49,163;33782U;8-Speed Automatic;5UXXW3C55G0R22536
57-745679931;$35,301;$42,650;;;4.3;716;4.6;164 reviews;15;22;AWD;2.0L I4 16V GDI DOHC Turbo;Pearl;Gasoline;29;Jet Black;5,572;N126696;9-Speed Automatic;2GNAXYEX3K6126696
166-748365919;$35,425;$38,175;;;4.8;1357;5;2 reviews;3;;FWD;3.6L V6 24V MPFI DOHC;Bright White;Gasoline;;Black;19;1845115;6-Speed Automatic;3C6TRVDGXJE151760
202-752652392;$60,705;$60,705;;;4.9;849;5;24 reviews;4;19;AWD;2.0L I4 16V GDI DOHC;Onyx Black Metallic;Gasoline;27;Blond;10;V84853;8-Speed Automatic;LYVA22RL1KB236363
286-767095803;$28,998;;;Good Deal;4.8;697;4.7;149 reviews;15;19;AWD;3.5L V6 24V MPFI DOHC;Creme Brulee Mica;Gasoline;25;Almond;32,411;U37122;6-Speed Automatic;5TDJKRFH3FS208847
481-765904326;$14,599;;;Great Deal;4.9;14664;4.5;86 reviews;32;23;FWD;2.0L I4 16V GDI DOHC;Mojave Sand;Gasoline;31;Beige;24,443;M241370;6-Speed Automatic;KM8J23A49GU207955
226-759679571;$70,310;$70,310;;;4.8;937;4;3 reviews;3;18;AWD;Straight 6 Cylinder Engine 3.0L;Glacier Silver Metallic;Gasoline;24;Black Dakota Leather;1;16581;8-Speed A/T;5UXKU2C58K0Z65190
201-765861661;$28,944;$29,535;;;4.9;3872;4.5;40 reviews;6;26;AWD;1.8L I4 16V MPFI SOHC;Orangeburst Metallic;Gasoline;31;Black;Not provided;190658;Automatic CVT;3CZRU6H95KM700687
249-759619491;$42,755;$42,755;;;3.5;108;4.9;120 reviews;3;21;AWD;3.5L 6-Cylinder;Gun Metallic;Gasoline;28;Graphite;0;NR1311X;CVT with Xtronic;5N1AZ2MH9JN191617
105-764988951;$25,080;$25,080;;;4.7;764;4.3;32 reviews;10;55;FWD;4 Cylinder Engine 1.5L;White Orchid Pearl;Hybrid;49;Ivory;2;KE028638;CVT TRANSMISSION;19XZE4F54KE028638
406-761142027;$19,997;;;Great Deal;4.4;185;4.7;116 reviews;11;16;4WD;3.6L V6 24V MPFI DOHC;Black Clearcoat;Gasoline;21;Black;87,941;S0114;5-Speed Automatic;1C4BJWDG0GL118641
457-737794152;$35,845;;;Fair Price;4.6;663;4.8;24 reviews;30;24;Rear Wheel Drive;Intercooled Turbo Premium Unleaded I-4;Alpine White;Gasoline;34;Black;35,246;4511H;8-Speed Automatic w/OD;WBA4Z1C59JEC70563
347-765805519;$46,885;;;Fair Price;4.9;2487;4.8;4 reviews;32;16;AWD;Twin Turbo Premium Unleaded V-8 4.4 L/268;Carbon Black Metallic;Gasoline;25;Black;25,683;WM8607P;8-Speed Automatic w/OD;WBAKP9C59GG587605
382-763829921;$51,884;$51,884;;;4.9;191;4.7;19 reviews;1;17;AWD;Regular Unleaded V-6 3.6 L/220;Pure White;Gasoline;23;Golden Oak/Black;0;V330596;8-Speed Automatic w/OD;1V2NR2CA1KC533597
346-760177072;$30,179;$31,990;;;3;37;;;18;;RWD;V6;Glacier White;Gasoline;;Gray;9;19250N;5-Speed Automatic;1N6BF0KY3KN801258
451-764791780;$30,390;;;Good Deal;4.9;1365;4.7;65 reviews;31;19;AWD;6 Cylinder;Crystal Black Pearl;Gasoline;27;Ebony;27,287;19011;6-Speed Shiftable Automatic;5J8TB4H58HL014044
408-758216041;$83,195;$83,195;;;4.9;1007;5;6 reviews;32;23;AWD;Intercooled Turbo Gas/Electric I-6 3.0 L/183;Iridium Silver Metallic;Hybrid;30;Black;7;KA010830;9-Speed Automatic w/OD;WDD2J5KB6KA010830
76-757055279;$40,288;$40,288;;;4.7;505;4.5;14 reviews;8;19;FWD;3.5L V6 24V PDI DOHC;Predawn Gray Mica;Gasoline;27;Ash;0;E1476;8-Speed Automatic;5TDYZ3DC2KS990678
273-766782884;$16,388;;;Good Deal;4.9;191;4.7;62 reviews;20;;FWD;Intercooled Turbo Regular Unleaded I-4 1.8 L/110;Reflex Silver Metallic;Gasoline;;Titan Black;8,907;61167;6-Speed Automatic w/OD;1VWAT7A33GC017622
138-754194766;$33,232;$33,232;;;4.5;170;4.7;118 reviews;10;25;AWD;2.5L H4 16V MPFI DOHC;Cinnamon Brown Pearl;Gasoline;32;Ivory;0;SW302;Automatic CVT;4S4BSAHCXK3254318
402-767468135;$35,846;;;Good Deal;4.9;191;4.7;15 reviews;24;;AWD;Premium Unleaded V-6 3.6 L/220;Deep Black Pearl;Gasoline;;Black Anthracite;14,212;60894;8-Speed Automatic w/OD;WVGRF7BP6HD004434
38-760681763;$19,780;$19,780;;;4.9;573;5;33 reviews;18;27;Front Wheel Drive;1.8L 4-Cyl Engine;Gun-Metallic;Gasoline;35;Charcoal;5;19S199;Automatic;3N1AB7AP5KY276060
343-767488281;$53,640;$53,640;;;4.4;1887;4.8;181 reviews;14;20;4WD;5.7L V8 16V MPFI OHV;Diamond Black;Gasoline;25;Black;3;76569;8-Speed Automatic;1C6SRFJT5KN734589
485-764170486;$11,529;;;Great Deal;5;1014;4.6;91 reviews;49;21;AWD;2.0L I4 16V GDI DOHC Turbo;Black Raven;Gasoline;31;Jet Black;90,126;U7369A;6-Speed Automatic;1G6AG5RX6E0102524
235-754013343;$32,935;$32,935;;;4.8;916;4.6;164 reviews;3;26;AWD;1.5L DOHC;Pearl;Gasoline;32;Jet Black;0;J0674;6-Speed Automatic;2GNAXUEV4K6171914
253-762543917;$42,995;;;Good Deal;4.9;300;4.7;46 reviews;35;22;AWD;2.0L I4 16V GDI DOHC Turbo;Polar White;Gasoline;30;Brown;21,413;C190814A;9-Speed Automatic;WDDZF4KB6HA100451
316-767168347;$33,296;$33,796;;;4.8;697;4.5;62 reviews;4;26;AWD;2.5L I4 16V PDI DOHC;Magnetic Gray Metallic;Gasoline;35;Black;0;T1145;8-Speed Automatic;JTMP1RFV4KJ006464
413-766984766;$25,980;;;Good Deal;4.4;1887;4.8;239 reviews;31;17;4WD;5.7L V8 16V MPFI OHV;Bright White Clearcoat;Gasoline;25;Light Frost;38,281;P28129;8-Speed Automatic;1C4RJFBT8FC954498
83-766614673;$62,065;$62,065;;;4.7;866;4.4;25 reviews;8;21;AWD;2.0L I4 16V GDI DOHC Turbo;Gray;Gasoline;30;Black;8;KA623972;9-Speed Automatic;WDDZF4KB9KA623972
384-765993136;$30,995;;;Good Deal;2;9;4.3;22 reviews;11;21;AWD;2.0L I4 16V GDI DOHC Turbo;Magnetic Red;Gasoline;30;Wheat;15,245;8898;7-Speed Automatic with Auto-Shift;SJKCH5CR9JA045511
350-762302411;$39,841;$49,225;;;3.9;169;4.9;119 reviews;25;16;RWD;6.2L 8 cyl Fuel Injected;Nightfall Gray Metallic;Gasoline;25;Kalahari;0;J0158056;8-Speed Shiftable Automatic;1G1FH1R7XJ0158056
480-753457750;$33,340;;;;4.5;80;;;32;21;RWD;2.0L H4 16V PDI DOHC;Raven Black;Gasoline;28;Red;5;K9701877;6-Speed Manual;JF1ZNAE13K9701877
192-754351449;$41,033;$48,380;;;4.8;1063;4.3;30 reviews;15;18;4WD;5.3L V8 16V GDI OHV;Black;Gasoline;21;Black;0;37819;Automatic;1GCUYDED9KZ173091
417-756863712;$30,497;;;Good Deal;4.8;2912;4.9;76 reviews;30;14;4WD;5.7L V8 32V MPFI DOHC;Magnetic Gray Metallic;Gasoline;18;;43,990;TWTP3692;6-Speed Automatic;5TFDY5F12GX503537
285-765390066;$40,135;$40,135;;;-1;-1;5;2 reviews;;41;AWD;2.0L I4 16V PDI DOHC Hybrid;Aluminum;Hybrid;38;Black;10;L190406;Automatic CVT;JTHU9JBH2K2004282
23-752063979;$43,145;;;;4.9;640;5;6 reviews;10;23;AWD;4 Cylinder;Night Blk;Gasoline;31;Black;0;196065X;Dual Shift Gearbox;WDCTG4GB6KJ535221
457-756713669;$34,775;$34,775;;;4.4;48;5;5 reviews;1;18;Front-wheel Drive;V-6 cyl;Snow White Pearl;Gasoline;24;Gray;2;15390N;8-Speed Automatic w/OD;KNDMB5C14K6505133
230-766648819;$38,200;$40,964;;;4.5;176;4.7;118 reviews;3;20;AWD;3.6L H6 24V MPFI DOHC;Crystal White Pearl;Gasoline;27;Java Brown;0;SU11384;Automatic CVT;4S4BSETC1K3307373
322-764561980;$21,490;;;Great Deal;4.9;1365;4.8;239 reviews;28;17;4WD;6 Cylinder;Deep Cherry Red Crystal Pearl Coat;Gasoline;25;Black;69,495;19009;8-Speed Shiftable Automatic;1C4RJFBG8FC173449
363-765590515;$56,995;;;Fair Price;4.8;723;4.9;15 reviews;32;14;AWD;5.6L V8 32V GDI DOHC;Graphite Shadow;Gasoline;20;Graphite;8,813;IU5053;7-Speed Automatic;JN8AZ2NC4J9441124
187-764830626;$40,430;$40,430;;;4;35;4.8;15 reviews;7;17;;;Billet Silver Metallic Clearcoat;Gasoline;23;Black;8;K2118;Automatic;1C4HJXDG8KW577259
139-761295505;$62,140;$62,140;;;3.7;28;4.8;6 reviews;9;;AWD;Intercooled Turbo Premium Unleaded I-4 2.0 L/121;Samurai Gray Metallic;Gasoline;;Black;0;18919;8-Speed Automatic w/OD;WA1LHAF78KD023029
145-746960518;$37,195;$37,195;;;4.7;40;4.2;25 reviews;4;;FWD;V6 Cylinder Engine 3.5L;Crystal Black Pearl;Gasoline;;Ebony;4;A9270;AUTOMATIC;19UUB2F32KA004185
452-766045358;$20,914;;;Fair Price;4.7;1044;4.6;36 reviews;32;26;AWD;2.0L H4 16V MPFI DOHC;Crystal White Pearl;Gasoline;34;Black;25,774;3429U;Automatic CVT;JF2GPAPC7F8215354
472-752883799;$44,315;$44,315;;;4.9;581;4.5;71 reviews;7;18;FWD;2.0L I4 16V GDI DOHC Turbo;Mosaic Black Metallic;Gasoline;27;Jet Black;5;19318;9-Speed Automatic;1GNERJKX0KJ156748
3-758842445;$32,958;$32,958;;;4.9;2419;4.7;118 reviews;8;25;AWD;2.5L H4 16V MPFI DOHC;Cinnamon Brown Pearl;Gasoline;32;Ivory;10;17422;Automatic CVT;4S4BSAHC3K3275334
293-743748661;$73,900;;$82450;;4.6;91;4.9;11 reviews;5;17;;3.0L 6 cyl;Black 040;Gasoline;22;;20;56300;9-Speed A/T;4JGDF6EE1JB181599
61-763482482;$54,450;$54,550;;;4.8;2633;4.8;25 reviews;32;16;4WD;Twin Turbo Premium Unleaded V-6 3.5 L/213;Magnetic Metallic;Gasoline;22;Ebony;0;B32906;6-Speed Automatic w/OD;1FM5K8GT9KGB32906
482-766957499;$57,055;$57,055;;;4.4;1887;4.8;15 reviews;4;17;4WD;2.0L I4 16V GDI DOHC Turbo;Gray;Gasoline;23;Black;13;76437;8-Speed Automatic;1C4HJXFN9KW527434
266-767095986;$17,998;;$19791;Great Deal;4.8;697;4.3;105 reviews;16;;FWD;2.4L I4 16V GDI DOHC;Crystal Black Pearl;Gasoline;;Black;28,176;U37270;8-Speed Automatic with Auto-Shift;19UUB1F36FA020759
290-751242087;$60,770;$60,770;;;4.8;319;4.6;22 reviews;4;20;AWD;Premium Unleaded V-6 3.5 L/213;Hermosa Blue;Gasoline;27;Graphite;15;M190412;1-Speed CVT w/OD;5N1DL0MM2KC518162
412-761368017;$34,888;;;Good Deal;4.8;238;4.8;5 reviews;20;17;AWD;3.7L V6 24V MPFI DOHC;Moonlight White;Gasoline;24;Graphite;22,654;33539U;7-Speed Automatic;JN8CS1MW4GM751198
46-761648364;$32,742;$32,742;;;4.7;1138;4.5;62 reviews;10;26;AWD;2.5L I4 16V PDI DOHC;Magnetic Gray Metallic;Gasoline;35;Black;6;X9384;8-Speed Automatic;JTMA1RFV7KD008374
434-753329043;$53,003;$53,003;;;4.8;46;4.5;2 reviews;;;RWD;3.0L V6 24V DDI DOHC Turbo Diesel;Black;Diesel;;Black;Not provided;JE157420;5-Speed Automatic;8BRPE7CD1JE157420
99-762846933;$20,390;$20,390;;;3;19;5;33 reviews;19;29;FWD;Regular Unleaded I-4 1.8 L/110;Super Black;Gasoline;37;Charcoal;7;N19072;1-Speed CVT w/OD;3N1AB7AP8KY289238
272-764555681;$45,980;;;Good Deal;4.8;1666;4.4;36 reviews;30;16;4WD;Gas/Ethanol V8 5.3L/;Iridescent Pearl Tricoat;E85 Flex Fuel;23;Cocoa/Dune;32,567;197692A;6-Speed Automatic;1GNSKJKC0GR273999
51-757762276;$38,040;$38,040;;;4.5;2105;4.4;5 reviews;26;20;4WD;3.5 L;Pearl White Tricoat;Gasoline;27;Charcoal;5;390329;Variable;5N1DR2MM2KC596080
317-758216036;$83,500;$83,500;;;4.9;1007;5;6 reviews;32;23;AWD;Intercooled Turbo Gas/Electric I-6 3.0 L/183;Obsidian Black Metallic;Hybrid;30;Magma Grey/Espresso Brown;6;KA018114;9-Speed Automatic w/OD;WDD2J5KB9KA018114
451-760928967;$79,775;;;;4.9;740;5;3 reviews;6;;AWD;6 Cylinder;Blk;Gasoline;;Black;0;195478;9-Speed Shiftable Automatic;4JGED6EB8KA142970
182-750021273;$42,815;$42,815;;;4.9;2633;5;19 reviews;8;;4WD;3.6L V6 24V MPFI DOHC Flexible Fuel;Bright Silver Clearcoat Metallic;E85 Flex Fuel;;Diesel Gray / Black;6;DR19106;8-Speed Automatic;1C6RR7FG0KS503956
279-765110740;$12,492;;;Fair Price;3.4;10;4.3;44 reviews;36;25;4WD;2.0L 4 cyls;Gray;Gasoline;31;;71,801;20870U;CVT (Continuously Variable);JA4AR4AU5BZ017873
407-766207598;$43,999;;;Good Deal;4.7;481;5;23 reviews;52;19;AWD;Twin Turbo Premium Unleaded V-6 3.0 L/183;Lunar Blue Metallic;Gasoline;22;Espresso Brown;68,073;20178901;9-Speed Automatic w/OD;4JGDF6EE0HA758901
437-760177279;$16,965;;;Good Deal;4.4;48;4.8;422 reviews;24;26;All-wheel Drive;I-4 cyl;Gr;Gasoline;33;Charcoal;30,616;UA18913;Automatic CVT;KNMAT2MV0HP530601
258-766134639;$10,988;;$12987;Great Deal;4.6;962;4.1;179 reviews;20;20;FWD;Gas/Ethanol I4 2.4/147;Black;E85 Flex Fuel;29;Jet Black;63,625;C19349A;6-Speed Automatic;2GNALDEK2C1129497
480-758761437;$34,800;;;Great Deal;4.9;869;4.7;138 reviews;34;23;quattro;Intercooled Turbo Premium Unleaded I-4 2.0 L/121;Mythos Black Metallic;Gasoline;27;Black;7,530;AL9841;7-Speed Auto-Shift Manual w/OD;WA1ANAFY4J2133059
408-763415588;$16,915;$16,915;;;4.6;663;4.5;8 reviews;20;28;FWD;Regular Unleaded I-4 1.6 L/97;Pomegranate Red Metallic;Gasoline;37;Black;10;190242N;6-Speed Automatic w/OD;3KPC24A39KE066838
130-751466054;$26,744;$26,744;;;4.6;134;4.7;80 reviews;3;28;FWD;2.5L I4 16V PDI DOHC;Midnight Black Metallic;Gasoline;39;Black;0;HT3500;8-Speed Automatic;4T1B11HK6KU168153
84-766237148;$32,174;$33,515;;;4.2;35;;;12;;RWD;4.0;White;Gasoline;;Gray;0;7643;;1N6BF0KY9KN803399
162-749756710;$20,202;$21,265;;;4.6;168;4.8;55 reviews;10;30;FWD;2.0L I4 16V MPFI DOHC;Silky Silver;Gasoline;40;Black;17;K16840;Automatic CVT;3KPF34AD6KE014215
170-764002284;$18,538;$21,510;;;4.7;1694;4.8;27 reviews;3;28;FWD;Regular Unleaded I-4 2.0 L/122;Lakeside Blue;Gasoline;37;Gray;0;H9877;6-Speed Automatic w/OD;5NPD84LFXKH443926
22-766630937;$46,200;$46,700;;;4.9;892;3.6;30 reviews;3;24;AWD;2.0L I4 16V GDI DOHC Turbo;Crystal White;Gasoline;30;Jet Black;0;19595;9-Speed Automatic;1GYFZFR41KF176557
321-760249241;$79,190;;;;4.9;740;5;6 reviews;6;24;AWD;6 Cylinder;;Gasoline;31;;0;19405;9-Speed Shiftable Automatic;WDD2J5KB9KA032109
351-759420166;$34,535;$34,535;;;4.9;623;4.6;9 reviews;;18;FWD;3.6L V6 24V GDI DOHC;Silver Ice Metallic;Gasoline;25;Jet Black;Not provided;190966;9-Speed Automatic;3GNKBCRS2KS567824
380-762302417;$51,474;$60,960;;;3.9;169;4.6;18 reviews;16;15;4WD;5.3L 8 cyl Fuel Injected;Silver Ice Metallic;Gasoline;22;Jet Black;0;KR125535;6-Speed Shiftable Automatic;1GNSKBKCXKR125535
347-764758791;$28,555;;;Good Deal;4.4;48;4.9;55 reviews;27;20;4x4;V-6 cyl;Magnetic Black;Gasoline;27;Charcoal;15,517;UA19155;Automatic CVT;5N1DR2MM6JC623330
