id;price;msrp_price;original_price;good_offer;seller_rating;seller_count_rating;car_rate;consumers_review;n_photos;City MPG;Drivetrain;Engine;Exterior Color;Fuel Type;Highway MPG;Interior Color;Mileage;Stock;Transmission;VIN
764468313.html;$23,665;$23,665;;;4.6;122;4.3;129 reviews;15;30;FWD;1.4L I4 16V GDI DOHC Turbo;Habanero Orange;Gasoline;40;Black;10;064638;8-Speed Automatic;3VWC57BU9KM064638
767179379.html;$28,994;;;Good Deal;4.8;1086;4.8;36 reviews;41;;RWD;Twin Turbo Premium Unleaded V-6 3.0 L/183;Iridium Silver Metallic;Gasoline;;Red/Black;37,224;30749;7-Speed Automatic w/OD;WDDKJ6FB4GF335325
755158647.html;$31,000;$34,515;;;4.9;226;5;12 reviews;32;22;RWD;2.0L I4 16V GDI DOHC Turbo;Snow White Pearl;Gasoline;29;Black;5;A4451;8-Speed Automatic;KNAE15LA9K6050316
753572999.html;$19,471;$20,230;;;5;169;4.4;45 reviews;18;;FWD;1.6L I4 16V MPFI DOHC;Brilliant Silver;Gasoline;;Charcoal;10;N18398T;Automatic CVT;3N1CP5CUXJL531315
765408319.html;$22,995;;$23995;Good Deal;4.8;1086;4.8;54 reviews;43;21;RWD;Premium Unleaded V-6 2.5 L/152;Ultra White;Gasoline;30;Black/Garnet;51,225;30477;6-Speed Automatic w/OD;JTHBF1D2XF5067210
757108951.html;$28,419;$29,980;;;4.9;287;4.7;25 reviews;9;25;FWD;2.5L I4 16V GDI DOHC;Soul Red Crystal Metallic;Gasoline;31;Silk Beige;1;M14379;6-Speed Automatic;JM3KFACM9K1505437
763433458.html;$22,574;$24,120;;;4.8;236;4.9;55 reviews;18;31;FWD;1.5L 1.5L I-4 DI DOHC Turbocharged;Aegean Blue Metallic;Gasoline;40;Black;14;190476;Automatic;2HGFC3B37KH352227
767048297.html;$33,000;;$33800;Great Deal;4.6;289;4.7;97 reviews;29;19;AWD;3.5L V6 24V GDI SOHC;Black;Gasoline;27;Espresso;50,180;2000257883;9-Speed Automatic;5FRYD4H55HB001977
766994144.html;$17,300;;;Good Deal;4.6;263;4.8;550 reviews;35;23;FWD;Intercooled Turbo Regular Unleaded I-4 1.5 L/91;Red;Gasoline;30;Char Blk Heated Leather-T;75,639;19T315;6-Speed Automatic w/OD;1FMCU0JD7HUA88208
764520647.html;$35,285;;;Good Deal;4.5;63;4.6;81 reviews;32;16;RWD;8 Cylinder Engine 5.3L;White;Gasoline;22;;89,029;F1422B;AUTOMATIC;1GNSCCKC9FR203313
733851583.html;$29,780;;;;4.6;409;4.8;43 reviews;11;47;FWD;2.0L I4 16V MPFI DOHC Hybrid;Black;Hybrid;47;;13;H181284;Automatic CVT;1HGCV3F41JA000578
745113298.html;$20,084;$26,290;;;5;303;4.7;42 reviews;14;25;FWD;Turbocharged I4 1.4/83;Winterberry Red Metallic;Gasoline;30;Ebony;5;BJ5002;6-Speed Automatic;KL4CJASB0KB703453
757482515.html;$43,202;$48,310;;;3.8;53;4.9;215 reviews;20;;FWD;Intercooled Turbo Premium Unleaded I-4 2.3 L/140;Blue Metallic;Gasoline;;Medium Stone;3;C02810;6-Speed Automatic w/OD;1FM5K7FHXJGC02810
761296131.html;$54,624;$58,065;;;4.9;53;4.5;23 reviews;23;17;Four Wheel Drive;5.3L Ecotec3 V8 Engine;Deep Mahogany Metallic;Gasoline;23;;10;KZ217424;Automatic;1GTU9DED5KZ217424
766654121.html;$23,995;;;Good Deal;4.8;1086;4.6;11 reviews;44;;AWD;Premium Unleaded V-6 3.6 L/220;Deep Black Pearl;Gasoline;;Cornsilk Beige;45,257;30290;8-Speed Automatic w/OD;WVGEF9BPXFD007182
759864564.html;$25,688;;;Good Deal;4.9;701;4.8;136 reviews;30;17;FWD;3.3L V6 24V GDI DOHC;Monaco White;Gasoline;24;Gray;56,126;HK3588;6-Speed Automatic;KM8SR4HFXHU187830
765716761.html;$35,999;$43,465;$36599;;5;25;4.3;30 reviews;15;;4WD;5.3L V8 16V GDI OHV;Summit White;Gasoline;;;4;19-230;6-Speed Automatic;1GCRYCEF0KZ274165
765291434.html;$61,992;;;Good Deal;4.7;308;4.6;5 reviews;52;14;AWD;4.4L V8 32V GDI DOHC Twin Turbo;Gray;Gasoline;19;Black;35,833;LG0R78790;8-Speed Automatic;5YMKT6C56G0R78790
766175029.html;$21,990;;;Good Deal;4.8;424;4.9;57 reviews;31;21;FRONT WHEEL;3.5L 6 Cyl. Gas;Black;Gasoline;31;BLACK;61,773;219296-H;AUTOMATIC;JTHBK1GGXG2219296
761349266.html;$28,995;;$31058;Great Deal;-1;-1;4.9;193 reviews;26;16;4WD;3.6L V6 24V MPFI DOHC;Bright White Clearcoat;Gasoline;21;Black;21,597;P4521;6-Speed Manual;1C4BJWEG9HL532548
766206120.html;$28,997;$30,133;;;5;6;4.5;62 reviews;7;26;FWD;2.5 L;Super White;Gasoline;35;Nutmeg;1;00N35081;Automatic;JTMW1RFV7KD017470
766997449.html;$20,517;;;Good Deal;4.5;761;4.8;5 reviews;38;;FWD;1.5L I4 16V GDI DOHC Turbo;Shadow Gray Metallic;Gasoline;;Jet Black;5,578;F112849A;Automatic CVT;1G1ZB5ST7KF119176
763723146.html;$27,668;$27,668;;;2.5;10;4.5;62 reviews;6;26;FWD;2.5L I4 16V PDI DOHC;Gray;Gasoline;35;;10;008842;8-Speed Automatic;2T3H1RFV1KW008842
766765382.html;$17,990;;;Good Deal;5;17;4.9;140 reviews;27;27;FWD;2.5L I4 16V MPFI DOHC;Super Black;Gasoline;38;Charcoal;16,394;242010;Automatic CVT;1N4AL3AP7JC242010
758527210.html;$45,595;$59,250;;;4.4;26;4.8;15 reviews;22;18;FWD;3.6L V6 24V GDI DOHC;Satin Steel Metallic;Gasoline;26;Chestnut;28;94107;9-Speed Automatic;5GAERDKW4KJ201595
750902080.html;$35,385;$41,385;;;5;303;5;2 reviews;13;25;FWD;Gas V6 3.6L/;Summit White;Gasoline;35;Light Neutral;146;BJ0001C;9-Speed Automatic;1G4ZP5SS1KU107497
766086909.html;$19,997;;;Great Deal;4.8;68;4;11 reviews;32;19;RWD;2.5L V6 DOHC 24V;White;Gasoline;27;White;40,291;515092;Automatic;JTHFF2C28B2515092
765860240.html;$20,597;;;Good Deal;-1;-1;4.8;267 reviews;32;22;AWD;2.5L H4 16V MPFI DOHC;Quartz Blue Pearl;Gasoline;28;Gray;35,892;1310022208;Automatic CVT;JF2SJAEC5HH574302
762369564.html;$41,700;;;Great Deal;4.6;289;4.7;66 reviews;29;;4WD;5.7L V8 16V MPFI OHV;Red;Gasoline;;Brown;8,388;2000164929;6-Speed Automatic;3C6TR5KT6GG192738
761220293.html;$15,640;;;Good Deal;4.7;359;4.9;468 reviews;46;23;Front Wheel Drive;2.4L 4 CYLINDER;Black;Gasoline;32;Tan;35,956;HA303417;CVT;1HGCR2F32HA303417
752052990.html;$24,989;;;Great Deal;5;68;4.6;37 reviews;22;16;RWD;0;Black;Gasoline;25;;27,602;9282P;Auto 8-Spd Shiftronic;KMHGN4JE8GU113887
763439094.html;$21,170;;;;4.6;409;4.9;55 reviews;17;25;FWD;2.0L I4 16V MPFI DOHC;Silver;Gasoline;36;Black;6;H190883;Automatic CVT;19XFC2F6XKE021828
741029918.html;$40,999;$51,950;;;5;25;4.7;261 reviews;15;;4WD;5.3L V8 16V GDI OHV;Summit White;Gasoline;;;4;18-385;8-Speed Automatic;3GCUKSEC0JG360523
757456399.html;$74,197;$81,535;;;5;303;5;3 reviews;18;14;4WD;Gas V8 6.2L/376;Dark Sky Metallic;Gasoline;20;Cocoa/Dark Atmosphere;5;GJ9015;10-Speed Automatic;1GKS2HKJ9KR225947
753027873.html;$35,790;$38,470;;;4.6;262;4.8;39 reviews;15;17;4WD;2.0L I4 16V GDI DOHC Turbo;Black Clearcoat;Gasoline;25;Tan;16;JE18282;8-Speed Automatic;1C4GJXAN7JW201682
737429606.html;$93,997;;;Good Deal;4.8;68;5;1 reviews;32;12;AWD;5.5L V8 SOHC 24V BI-TURBO;Gray;Gasoline;14;Black;18,996;252781;Automatic;WDCYC7DF0GX252781
766797874.html;$33,336;$39,685;;;5;303;4.7;26 reviews;18;21;FWD;Gas I4 2.5L/;Ebony Twilight Metallic;Gasoline;27;Light Neutral;8;BJ2022;6-Speed Automatic;LRBFXCSA5KD092679
766648263.html;$53,211;$55,210;;;4.5;63;4;1 reviews;32;;AWD;2.0L I4 16V GDI DOHC Turbo;Monsoon Grey Metallic;Gasoline;;Rock Gray;51;K2054164;7-Speed Automatic with Auto-Shift;WA1BNAFY3K2054164
750349651.html;$36,133;$38,354;;;5;6;4.6;63 reviews;23;18;4WD;3.5 L;Gray;Gasoline;22;Graphite;0;00N34632;Manual;5TFCZ5ANXKX165896
766521757.html;$23,887;;;Good Deal;4.8;1125;4.9;84 reviews;40;18;RWD;3.6L V6 24V MPFI DOHC;Gloss Black;Gasoline;27;Black;14,603;XRD24347;8-Speed Automatic;2C3CCAEGXJH324347
759100147.html;$30,980;;;Good Deal;4.8;39;4.8;211 reviews;27;;RWD;Regular Unleaded V-8 5.7 L/345;Granite Crystal Metallic Clearcoat;Gasoline;;Diesel Gray/Black;7,958;7242A;8-Speed Automatic w/OD;1C6RR6GT7JS171566
745557419.html;$50,010;;;;4.6;409;4.7;82 reviews;12;19;AWD;3.5L V6 24V GDI SOHC;White;Gasoline;26;;35;H190142;9-Speed Automatic;5FNYF6H01KB009691
752611490.html;$25,709;$28,825;;;5;68;4.8;82 reviews;11;21;Front-wheel Drive;I-4 cyl;Scarlet Red;Gasoline;27;;3;9434H;Automatic 8-Spd w/Shiftronic;5NMS33AD0KH047860
763850665.html;$71,030;$71,030;;;4.9;482;4.7;23 reviews;19;19;AWD;2.0L I4 16V GDI DOHC;Osmium Gray Metallic;Gasoline;26;Blond;2;VU136;8-Speed Automatic;YV4A22PLXK1484084
764566539.html;$55,400;$55,400;;;4.7;24;4.3;30 reviews;20;16;4WD;5.3L V8 16V GDI OHV;Summit White;Gasoline;22;;0;91205T;Automatic;3GCUYGED3KG118685
767323081.html;$44,995;;;Great Deal;4.8;1086;4.8;70 reviews;41;16;RWD;Gas/Ethanol V8 5.3L/325;Silver Ice Metallic;E85 Flex Fuel;23;Jet Black;38,956;30792;6-Speed Automatic;1GNSCCKC8JR242872
766428111.html;$15,891;;;Great Deal;4.9;115;4.8;79 reviews;40;22;RWD;1.8L I4 16V GDI DOHC Turbo;White;Gasoline;31;Gray;53,164;TEG287028;7-Speed Automatic;WDDGJ4HB0EG287028
748634134.html;$52,160;$52,160;;;4.9;475;4.3;30 reviews;14;18;4x4;V-8 cyl;Black;Gasoline;21;Jet Black;27;KZ128537;Automatic;1GCUYDED7KZ128537
761087192.html;$17,724;$18,380;;;5;19;4.8;15 reviews;32;31;FWD;1.6 L;Brilliant Silver Metallic;Gasoline;39;Charcoal;5;0NC19078;Variable;3N1CN7AP3KL828927
766120405.html;$23,384;$27,990;;;4.7;176;4.9;50 reviews;21;27;FWD;Intercooled Turbo Regular Unleaded I-4 1.6 L/97;Sparkling Silver;Gasoline;37;Black;11;K354140;7-Speed Auto-Shift Manual w/OD;5XXGU4L18KG354140
763595667.html;$24,000;;;Good Deal;5;303;4.7;202 reviews;32;17;RWD;Gas/Ethanol V8 5.3L/325;Victory Red;E85 Flex Fuel;22;Jet Black;54,871;T7792;6-Speed Automatic;1GCRCREC2FZ149911
763048200.html;$19,674;$19,880;;;4.8;237;4.4;21 reviews;21;29;FWD;1.5L I4 16V GDI DOHC;;Gasoline;36;;7;4420499;Automatic CVT;3HGGK5H88KM720499
731372753.html;$38,185;$46,655;;;5;23;4.6;21 reviews;15;;4WD;5.6L V8 32V GDI DOHC;Glacier White;Gasoline;;Black;10;N509948;7-Speed Automatic;1N6AA1F37JN509948
766367917.html;$52,600;;$54600;Good Deal;4.6;289;4.7;14 reviews;29;14;RWD;5.2L V8 32V MPFI DOHC;Black;Gasoline;21;Black;1,331;2000245362;6-Speed Manual;1FA6P8JZ2J5500110
765128259.html;$16,588;;;Good Deal;4.6;262;4.8;564 reviews;38;28;FWD;2.0L I4 16V GDI DOHC;Phantom Black;Gasoline;37;Gray;24,010;HY19170A;6-Speed Automatic;5NPD84LF3HH031596
766084211.html;$19,495;;$19995;Great Deal;4.8;1086;4.7;298 reviews;40;25;FWD;Regular Unleaded I-4 2.5 L/152;Magnetic Black;Gasoline;32;Charcoal;32,897;30467;1-Speed CVT w/OD;JN8AT2MT4JW466142
765009138.html;$25,992;;;Good Deal;4.9;162;4.9;464 reviews;32;19;RWD;5.0 L;Shadow Black;Gasoline;26;Black;20,761;00C9131A;Automatic;1FTEX1CF7HKE44225
759748682.html;$27,075;$27,075;;;5;932;5;32 reviews;11;26;FWD;4 Cylinder Engine 1.5L;Platinum White Pearl;Gasoline;35;Black;11;9H0277;CVT TRANSMISSION;1HGCV1F35KA029353
750318759.html;$36,516;$41,256;;;4.7;417;4.7;44 reviews;32;22;FWD;3.5L V6 24V PDI DOHC;Wind Chill Pearl;Gasoline;31;;3;017018;8-Speed Automatic;4T1BZ1FB8KU017018
757477982.html;$27,187;$32,365;;;4.7;114;4.6;164 reviews;11;26;FWD;1.5L DOHC;Silver Ice Metallic;Gasoline;32;Medium Ash Gray;2;19-341;6-Speed Automatic;3GNAXKEV9KL186778
754843935.html;$28,892;$29,740;;;5;169;4.6;5 reviews;20;16;RWD;4.0L V6 24V MPFI DOHC;Magnetic Black;Gasoline;23;Wheat;11;N19018T;5-Speed Automatic;1N6DD0ER8KN707699
765339602.html;$37,315;$41,886;;;4.7;417;4.4;87 reviews;32;20;FWD;3.5L V6 24V PDI DOHC;;Gasoline;26;;3;561162;8-Speed Automatic;5TDKZRFH1KS561162
766555456.html;$19,887;;;Good Deal;4.9;475;4.7;100 reviews;21;28;FWD;ECOTEC 1.4L I4 SMPI DOHC Turbocharged VVT;Rosewood Metallic;Gasoline;34;Saddle;22,574;GB552770;6-Speed Automatic Electronic with Overdrive;KL4CJDSB0GB552770
763276074.html;$39,675;;;Good Deal;4.8;39;4.8;61 reviews;32;14;RWD;Regular Unleaded V-8 5.6 L/339;Hermosa Blue;Gasoline;19;Charcoal;44,050;P2651A;7-Speed Automatic w/OD;JN8AY2ND5H9000592
763658196.html;$27,135;$27,990;;;5;18;4.9;37 reviews;27;22;FWD;1.5L EcoBoost Engine with Auto Start-Stop Technology;Ruby Red Metallic Tinted Clearcoat;Gasoline;28;Medium Light Stone;6;T19040;Automatic;1FMCU0GD2KUA88275
759325123.html;$26,119;$30,560;;;5;19;4.6;22 reviews;32;26;FWD;2.5 L;Gun Metallic;Gasoline;33;Charcoal;3;0NT19074;Variable;JN8AT2MT4KW253399
766540166.html;$22,981;;;Good Deal;4.8;1057;4.8;54 reviews;43;;RWD;2.5L V6 24V PDI DOHC;Silver;Gasoline;;Gray;32,981;TF5052503;6-Speed Automatic;JTHBF1D25F5052503
741595493.html;$23,310;$28,310;;;4.8;1125;4.9;316 reviews;32;22;FWD;3.2L V6 24V MPFI DOHC;Billet Silver Metallic Clearcoat;Gasoline;31;Black;0;40124;9-Speed Automatic;1C4PJLCX0KD206033
751237490.html;$29,440;;;Good Deal;4.7;359;4.2;13 reviews;56;21;All Wheel Drive;2.0L 4 CYLINDER;Black;Gasoline;28;Tan;37,352;GF069043;9-Speed Automatic;WDC0G4KB5GF069043
753976098.html;$49,180;$49,180;;;4.9;475;4.3;30 reviews;15;20;4x2;V-8 cyl;Shadow Gray;Gasoline;23;Jet Black;3;KZ171494;Automatic;1GCPWDED6KZ171494
766427504.html;$21,995;;;Great Deal;4.8;1086;4.8;41 reviews;42;18;FWD;Gas V6 3.6L/217;Phantom Gray Metallic;Gasoline;28;Jet Black;36,354;26381;6-Speed Automatic w/Manual Shift;2G61M5S35H9145620
763066667.html;$28,204;$29,745;;;4.3;67;4.7;25 reviews;31;25;FWD;2.5L I4 16V GDI DOHC;Machine Gray Metallic;Gasoline;31;Black;5;546852;6-Speed Automatic;JM3KFACM9K0546852
760166517.html;$28,242;$32,275;;;4.6;262;4.8;20 reviews;15;19;RWD;3.6L V6 24V MPFI DOHC;White;Gasoline;30;Black;10;DO19165;8-Speed Automatic;2C3CDXBG9KH576659
767333463.html;$19,477;;;Good Deal;4.7;359;4.6;164 reviews;49;26;Front Wheel Drive;1.5L 4 CYLINDER;Gray;Gasoline;32;Medium Ash Gray;19,397;KS520046;6-Speed Automatic;3GNAXKEVXKS520046
764023146.html;$32,588;;;Good Deal;4.6;262;4.6;217 reviews;40;15;4WD;5.7L V8 16V MPFI OHV;Brilliant Black Crystal Pearlcoat;Gasoline;22;Black;77,220;DT19062A;8-Speed Automatic;1C6RR7PT1GS165468
748365615.html;$18,901;;;Great Deal;4.1;104;4.8;121 reviews;32;19;FWD;Regular Unleaded V-6 3.5 L/211;Silver Sky Metallic;Gasoline;27;Ash;93,226;P810568;8-Speed Automatic w/OD;5TDYZ3DC5HS810568
748957059.html;$35,711;$38,075;;;4.6;262;4.8;135 reviews;14;17;4WD;2.0L I4 16V GDI DOHC Turbo;Metallic;Gasoline;23;Black;145;JE18254;8-Speed Automatic;1C4HJXDN9JW228253
757055516.html;$28,067;$29,585;;;4.3;67;4.7;25 reviews;26;25;FWD;2.5L I4 16V GDI DOHC;Snowflake White Pearl Mica;Gasoline;31;Silk Beige;5;501735;6-Speed Automatic;JM3KFACM8K1501735
750161871.html;$84,270;$84,270;;;4.9;599;5;5 reviews;32;16;4MATIC;V6;Polar White;Gasoline;22;Brown;11;M188576;9-Speed Automatic;4JGDF6EE0KB188576
767368052.html;$19,990;;;Great Deal;4.5;761;4.4;24 reviews;39;24;FWD;2.0L I4 16V GDI DOHC Turbo;Blade Silver;Gasoline;33;Graphite;37,323;XRD10093;7-Speed Automatic with Auto-Shift;SJKCH5CPXHA037572
764704009.html;$43,865;;;;4.6;409;4.7;82 reviews;19;;FWD;3.5L V6 24V GDI SOHC;Silver;Gasoline;;Gray;4;H190985;9-Speed Automatic;5FNYF5H69KB029265
748564272.html;$31,020;$40,080;$31993;;-1;-1;4.6;41 reviews;28;18;FWD;3.5L V6 24V MPFI DOHC Flexible Fuel;Ruby Red Metallic Tinted Clearcoat;E85 Flex Fuel;27;Charcoal Black;5;281305;6-Speed Automatic;1FAHP2F88JG138441
765695263.html;$27,494;;;Good Deal;4.8;1086;4.8;49 reviews;41;20;FWD;Premium Unleaded V-6 3.5 L/212;Crystal Black Pearl;Gasoline;28;Ebony;19,187;30443;6-Speed Automatic w/OD;5FRYD3H49FB014522
749612040.html;$35,999;$44,030;$36599;;5;25;4.6;35 reviews;25;16;4WD;3.6L V6 24V GDI DOHC;Cajun Red Tintcoat;Gasoline;18;Jet Black;4;19-54;Automatic;1GCGTEEN1K1128039
763464538.html;$33,222;$34,870;;;5;169;4.6;22 reviews;21;26;FWD;2.5L I4 16V MPFI DOHC;Gun Metallic;Gasoline;33;Charcoal;0;N19173T;Automatic CVT;5N1AT2MT1KC769423
766651511.html;$59,491;;;Good Deal;4.8;49;4.8;40 reviews;20;13;AWD;5.6L 8 Cyl.;Majestic White;Gasoline;19;Truffle Brown;26,551;P2053;Automatic;JN8AZ2NE4H9159397
765658063.html;$42,910;$45,635;;;5;6;4.6;63 reviews;23;18;4WD;3.5 L;Cavalry Blue;Gasoline;22;Hickory;1;00N35065;Automatic;3TMGZ5AN4KM231432
757238415.html;$51,850;;;;4.9;589;4.8;20 reviews;19;20;4WD;5.0 L;Magnetic;Gasoline;25;Medium Earth Gray;20;99022;Automatic;1FTEW1E50KFA05200
754654523.html;$18,801;;;Good Deal;4.8;416;4.8;218 reviews;25;21;FWD;Regular Unleaded I-4 2.4 L/144;Mineral Gray;Gasoline;27;Gray;22,138;074155-P;6-Speed Automatic w/OD;5NMZT3LB3JH074155
762538358.html;$20,970;;;Good Deal;5;99;4.5;35 reviews;32;19;FWD;3.5L V6 24V MPFI DOHC;Arctic Blue Metallic;Gasoline;26;Charcoal;59,848;19148A;Automatic CVT;5N1AR2MN4GC604599
761447825.html;$18,495;;$18995;Good Deal;4.8;1086;4.8;145 reviews;44;21;FWD;Premium Unleaded V-6 3.5 L/213;Super Black;Gasoline;30;Charcoal;46,098;29531;1-Speed CVT w/OD;1N4AA6AP1HC410516
755118074.html;$25,944;;;Good Deal;4.8;416;4.6;217 reviews;27;18;4WD;Gas/Ethanol V8 5.3L/325;Tungsten Metallic;E85 Flex Fuel;24;Cocoa/Dune;44,701;410198-T;6-Speed Automatic;1GCVKRECXEZ410198
755306206.html;$59,259;$65,445;;;4.1;104;4.9;10 reviews;21;15;4WD;EcoTec3 5.3L V8;Summit White;E85 Flex Fuel;22;Cocoa/Dune;6;C222959;6-Speed Automatic;1GNSKHKC6KR222959
760403921.html;$10,950;;;Good Deal;5;22;4.3;19 reviews;30;31;FWD;1.5L I4;Blue;Gasoline;41;Charcoal;58,374;7082B;Automatic 6-Speed;3MYDLBZV4GY113597
764829324.html;$19,195;;;Good Deal;4.8;1086;4.7;80 reviews;38;22;FWD;Premium Unleaded V-6 3.5 L/213;Pearl White;Gasoline;30;Cashmere;41,151;30246;1-Speed CVT w/OD;1N4AA6AP5GC422070
744816207.html;$52,113;$62,460;;;5;99;4.6;18 reviews;32;15;RWD;5.3L V8 16V GDI OHV;Pepperdust Metallic;Gasoline;22;Cocoa / Dune;2;19146;6-Speed Automatic;1GNSCBKC9KR123644
766758088.html;$25,995;;;Good Deal;4.8;1086;4.8;145 reviews;39;21;FWD;Premium Unleaded V-6 3.5 L/213;Pearl White;Gasoline;30;Charcoal;26,861;30658;1-Speed CVT w/OD;1N4AA6APXHC453977
757418297.html;$58,331;$65,085;;;-1;-1;5;1 reviews;24;16;;EcoBoost 3.5L V6 GTDi DOHC 24V Twin Turbocharged;Silver Spruce;Gasoline;21;Ebony;3;KEA06688;10-Speed Automatic;1FMJK1HT9KEA06688
762203772.html;$20,808;;;Good Deal;4.8;416;4.9;84 reviews;30;18;RWD;Regular Unleaded V-6 3.6 L/220;Billet Silver Metallic Clearcoat;Gasoline;27;Black;37,367;159293-P;8-Speed Automatic w/OD;2C3CCAEG9JH159293
765918626.html;$27,981;;;Great Deal;4.7;308;4.7;55 reviews;49;21;RWD;2.0L I4 16V GDI DOHC Turbo;Black;Gasoline;28;Beige;15,681;PH0X42825;8-Speed Automatic;5UXWZ7C37H0X42825
766339528.html;$17,880;;;Good Deal;4.9;701;4.5;30 reviews;28;20;4WD;3.0L V6 24V MPFI SOHC;Rally Red;Gasoline;28;Black;58,923;HK3502A;6-Speed Automatic;JA4JZ4AX2FZ004563
762244380.html;$19,681;$23,430;;;4.7;114;5;13 reviews;17;28;FWD;1.4L 4-Cylinder Turbo DOHC CVVT;Blue Metallic;Gasoline;38;Jet Black/Galvanized;2;19-475;6-Speed Automatic;3G1BE6SM5KS593047
749693617.html;$18,990;;;Good Deal;4.9;1370;4.8;85 reviews;39;23;RWD;2.0L I4 16V GDI DOHC Turbo;Blue;Gasoline;35;Tan;22,106;D49126;;WBA3A5G54FNS85304
759260005.html;$39,525;$42,775;;;4.8;1125;4.8;21 reviews;32;19;FWD;3.6L V6 24V MPFI DOHC;Brilliant Black Crystal Pearlcoat;Gasoline;28;Black;0;40432;9-Speed Automatic;2C4RC1EGXKR604903
766521679.html;$22,948;;;Good Deal;4.8;1125;4.9;84 reviews;44;18;RWD;3.6L V6 24V MPFI DOHC;Velvet Red Pearlcoat;Gasoline;27;Linen;15,806;XRD19788;8-Speed Automatic;2C3CCAEG4JH319788
753932342.html;$43,050;$49,630;;;5;251;4.8;25 reviews;32;;FWD;3.5L V6 24V MPFI DOHC;Ruby Red Metallic Tinted Clearcoat;Gasoline;;Medium Soft Ceramic;2;TK119;6-Speed Automatic;1FM5K7F8XKGA36497
760650632.html;$21,988;;$22988;Fair Price;5;251;4.7;89 reviews;43;16;RWD;5.7L V8 16V MPFI OHV;Jazz Blue Pearlcoat;Gasoline;25;Black;62,357;18089B;8-Speed Automatic;2C3CDXCT9FH848385
767183345.html;$29,997;;;Good Deal;4.8;68;4.5;95 reviews;32;13;RWD;5.7L V8 DOHC 32V;Red;Gasoline;18;Gray;69,470;164596;Automatic;5TFFY5F11EX164596
764117859.html;$27,988;;;Good Deal;4.6;262;4.9;459 reviews;41;30;FWD;1.5L I4 16V GDI DOHC Turbo;Rallye Red;Gasoline;36;Black;1,818;SU17789A;Automatic CVT;SHHFK7H95JU209137
753979822.html;$24,888;;;Good Deal;4.6;262;4.7;138 reviews;40;;AWD;3.5L V6 24V MPFI DOHC;Satin Cashmere Metallic;Gasoline;;Parchment;33,704;207953;Automatic;2T2BK1BA9FC291543
766367545.html;$25,900;;;Great Deal;4.6;289;5;2 reviews;29;25;AWD;2.0L I4 16V GDI DOHC Turbo;Gray;Gasoline;36;Black;15,057;2000241295;8-Speed Automatic;YV140MSL5J2397916
766784072.html;$76,575;$76,575;;;4.9;599;5;6 reviews;32;;RWD;I6;Grey;Hybrid;;Beige;13;M033378;9-Speed Automatic;WDD2J5JB6KA033378
756336534.html;$20,174;$23,495;;;5;68;4.7;34 reviews;10;26;Front-wheel Drive;I-4 cyl;Phantom Black;Gasoline;35;;3;9589H;Automatic 6-Spd w/Overdrive & Shiftronic;5NPE24AF6KH758103
759616369.html;$40,963;$45,915;;;5;23;5;6 reviews;15;20;FWD;3.5L V6 24V MPFI DOHC;White;Gasoline;28;Graphite;9;N102750;Automatic CVT;5N1AZ2MJ0KN102750
765794630.html;$25,695;;;Good Deal;4.8;1086;4.9;57 reviews;45;21;FWD;Regular Unleaded V-6 3.5 L/211;Obsidian;Gasoline;31;Flaxen w/Linear Wood;24,617;30410;6-Speed Automatic w/OD;58ABK1GG3GU002201
757608858.html;$41,940;;;Great Deal;4.7;359;4.4;35 reviews;60;15;All Wheel Drive;6.2L 8 CYLINDER;Quicksilver Metallic;E85 Flex Fuel;21;Jet Black;50,900;GR302647;Automatic;1GKS2CKJ7GR302647
744846377.html;$38,473;;;;4.8;220;4.7;34 reviews;20;21;FWD;Intercooled Turbo Premium Unleaded I-4 2.0 L/122;Ingot Silver Metallic;Gasoline;28;Ebony;10;23441T;8-Speed Automatic w/OD;2FMPK3J9XKBB11773
766806450.html;$26,800;;;Good Deal;5;25;4.8;27 reviews;25;22;FWD;2.5L 4 Cyl.;Ebony Twilight Metallic;E85 Flex Fuel;29;Ebony;19,460;1030;Automatic;LRBFX1SA2JD113605
758214683.html;$19,495;;$19995;Great Deal;4.8;1086;4.7;23 reviews;44;23;RWD;Intercooled Turbo Premium Unleaded I-4 2.0 L/122;Alpine White;Gasoline;34;Venetian Beige;39,907;27954;8-Speed Automatic w/OD;WBA5A5C59FD523264
762608884.html;$24,995;;;Good Deal;4.8;1086;5;2 reviews;43;22;AWD;Intercooled Turbo Regular Unleaded I-4 2.0 L/120;Crystal White Pearl Metallic;Gasoline;30;Off-Black;16,939;30062;8-Speed Automatic w/OD;YV440MWK0J2058727
763206309.html;$61,912;;;;4.8;1057;5;1 reviews;32;19;FWD;3.5L V6 24V PDI DOHC;Silver Lining Metallic;Gasoline;26;Parchment;6;K2010555;8-Speed Automatic;JTJGZKCA4K2010555
756119782.html;$43,800;;;Great Deal;5;25;4.4;36 reviews;25;16;RWD;5.3L 8 Cyl.;Summit White;E85 Flex Fuel;23;Cocoa/mahogany;43,280;24565A;Automatic;1GNSCJKCXGR127039
754796927.html;$22,190;$27,190;;;4.9;482;4.8;4 reviews;20;25;FWD;2.0L I4;Pure White;Gasoline;36;Titan Black;7;WU82;6-Speed Automatic;1VWLA7A3XKC006429
